link,image,title,discount_price,original_price,discount
https://www.amazon.in/HP-15-6inch-Response-Graphics-15-fb0133AX/dp/B0C33TCJZW?ref_=Oct_DLandingS_D_cc35aef3_10,"https://m.media-amazon.com/images/I/415zArrvm9L._AC_SR400,600_.jpg","HP Victus Gaming Laptop, AMD Ryzen 5 5600H, 4GB AMD Radeon RX 6500M Graphics, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 512GB SSD, Backlit KB, B&O, Dual Speakers (MSO, Blue, 2.37 kg), fb0133AX",56990,75738,25
https://www.amazon.in/HP-Graphics-15-6-inch-Backlit-fb0146AX/dp/B0C9JN4VMV?ref_=Oct_DLandingS_D_cc35aef3_11,"https://m.media-amazon.com/images/I/51lMk8wpflL._AC_SR400,600_.jpg","HP Victus Gaming Laptop, AMD Ryzen 5 5600H, 4GB AMD Radeon RX 6500M Graphics, 15.6-inch (39.6 cm), FHD, IPS, 8GB DDR4, 512GB SSD, Backlit KB, B&O, Dual Speakers (Silver, 2.37 kg), fb0146AX",49490,63629,22
https://www.amazon.in/ASUS-Flow-13-4-34-03-GV301RC-LJ132WS/dp/B0CQLNTLXT?ref_=Oct_DLandingS_D_cc35aef3_12,"https://m.media-amazon.com/images/I/41X1gu-ZbVL._AC_SR400,600_.jpg","ASUS ROG Flow X13 (2022), 13.4"" (34.03 cm) FHD+ 16:10, 120Hz Touch, AMD Ryzen 9 6900HS,4GB RTX 3050 Graphics, 2-in-1 Gaming Laptop (16GB/512GB SSD/Win 11/Office 2021/Black/1.3 Kg), GV301RC-LJ132WS",89990,152990,41
https://www.amazon.in/HP-Powered-16-1-inch-Backlit-xf0060AX/dp/B0CCVZP835?ref_=Oct_DLandingS_D_cc35aef3_13,"https://m.media-amazon.com/images/I/41kztYN7cRL._AC_SR400,600_.jpg","HP OMEN Gaming Laptop, AMD Ryzen 7 7840HS AI Powered, 8GB RTX 4060 GPU, 16.1-inch (40.9 cm), FHD, IPS, 165Hz, 16GB DDR5, 1TB SSD, 300 nits, RGB Backlit KB, B&O (MSO, Black, 2.32 kg), xf0060AX",117490,148015,21
https://www.amazon.in/MSI-i5-11260H-Windows-GeForce-11UC-1474IN/dp/B0C6F4TM71?ref_=Oct_DLandingS_D_cc35aef3_14,"https://m.media-amazon.com/images/I/41YHQJnzfaL._AC_SR400,600_.jpg","MSI GF63 Thin, Intel Core i5-11260H, 40CM FHD 144Hz Gaming Laptop (8GBx2 RAM/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 3050, GDDR6 4GB/Black/1.8Kg), 11UC-1474IN",54990,84990,35
https://www.amazon.in/HP-15-6-inch-Response-Backlit-fb1017AX/dp/B0CDG91FHT?ref_=Oct_DLandingS_D_cc35aef3_15,"https://m.media-amazon.com/images/I/415zArrvm9L._AC_SR400,600_.jpg","HP Victus Gaming Laptop, AMD Ryzen 5 7535HS, 4GB RTX 2050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR5, 512GB SSD, Backlit KB, B&O, 9ms Response time, Dual Speakers (Blue, 2.37 kg), fb1017AX",56490,73939,24
https://www.amazon.in/Acer-i5-12500H-Processor-15-6-inch-AN515-58/dp/B09X79JDC5?ref_=Oct_DLandingS_D_cc35aef3_16,"https://m.media-amazon.com/images/I/51kbecBcmRL._AC_SR400,600_.jpg","Acer Nitro 5 12th Gen Intel Core Intel Core i5-12500H Processor 15.6-inch (39.62 cms) FHD 144 Hz Gaming Laptop (16 GB RAM/RTX 3050 Graphics/512 GB SSD/Windows 11 Home/2.5 Kgs/RGB Backlit), AN515-58",67990,109999,38
https://www.amazon.in/HP-i5-11400H-graphics-response-16-d0310TX/dp/B0BSFZ3ZS6?ref_=Oct_DLandingS_D_cc35aef3_17,"https://m.media-amazon.com/images/I/41y4d7CASWL._AC_SR400,600_.jpg","HP Victus Gaming Laptop,11Th Gen Intel Core I5-11400H,Nvidia GTX 1650 Gpu,16.1-in(40.9 Cm),Fhd,IPS,144Hz,7 Ms Response Time,8Gb Ddr4,512Gb Ssd,Windows 11 Home Backlit Kb (Mso,Silver,2.48 Kg),D0310Tx",52990,73930,28
https://www.amazon.in/HP-Graphics-Response-Backlit-15-fb0777AX/dp/B0BSG1S3GN?ref_=Oct_DLandingS_D_cc35aef3_18,"https://m.media-amazon.com/images/I/41lKKuySe9L._AC_SR400,600_.jpg","HP Victus Gaming Laptop AMD Ryzen 5 5600H 15.6""(39.6 cm) FHD IPS Gaming Laptop (8GB RAM/512GB SSD/AMD Radeon RX 6500M Graphics(4GB GDDR6)/144Hz/9ms Response time/Backlit KB/B&O/Win 11),15-fb0777AX",51990,69072,25
https://www.amazon.in/HP-GeForce-Graphics-Response-16-n0123AX/dp/B0C2D1P9F8?ref_=Oct_DLandingS_D_cc35aef3_19,"https://m.media-amazon.com/images/I/41JSphlwFUL._AC_SR400,600_.jpg","HP OMEN Gaming Laptop, AMD Ryzen 7 6800H, 8GB RTX 3070Ti GPU, 16.1-inch (40.9 cm), QHD, IPS, 165Hz, 16GB DDR5, 1TB SSD, 300 nits, RGB Backlit KB, B&O, Dual Speakers (MSO, Silver, 2.37 kg), n0123AX",112990,150286,25
https://www.amazon.in/ASUS-17-3-inch-7-6800HS-Graphics-G713RC-HX109WS/dp/B0CJ34MB5Y?ref_=Oct_DLandingS_D_cc35aef3_20,"https://m.media-amazon.com/images/I/41TeE6b1z+L._AC_SR400,600_.jpg","ASUS ROG Strix G17 (2022), 17.3-inch (43.94 cms) FHD 144Hz, AMD Ryzen 7-6800HS, RTX 3050 4GB Graphics, Gaming Laptop (16GB/512GB SSD/Windows 11/Gray/2.5 Kg),G713RC-HX109WS",76990,113990,32
https://www.amazon.in/MSI-i7-12650H-Gaming-Laptop-Windows/dp/B0BW9NMXP5?ref_=Oct_DLandingS_D_cc35aef3_21,"https://m.media-amazon.com/images/I/319ZGrKvYdL._AC_SR400,600_.jpg","MSI Sword 15 A12VF, Intel 12th Gen. i7-12650H, 40CM FHD 144Hz Gaming Laptop (8GBx2/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4060, 8GB GDDR6/White/2.25Kg), A12VF-401IN",99990,156990,36
https://www.amazon.in/HP-Graphics-Response-Backlit-15-fa0354TX/dp/B0B5R92VP6?ref_=Oct_DLandingS_D_cc35aef3_22,"https://m.media-amazon.com/images/I/41+W7z8KsTL._AC_SR400,600_.jpg","HP Victus Gaming Laptop, 12th Gen Intel Core i7-12650H, 4GB RTX 3050Ti GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 512GB SSD, Backlit KB, B&O, Dual Speakers (MSO, Blue, 2.37 kg), fa0354TX",77990,117610,34
https://www.amazon.in/ASUS-15-6-inch-i7-12700H-GeForce-FX577ZC-HN192W/dp/B0CCYDKS4P?ref_=Oct_DLandingS_D_cc35aef3_23,"https://m.media-amazon.com/images/I/41ZDckgbdaL._AC_SR400,600_.jpg","ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-12700H 12th Gen, 4GB NVIDIA GeForce RTX 3050, Gaming Laptop (16GB/1TB SSD/Windows 11/90WHrs Battery/Gray/2.20 Kg), FX577ZC-HN192W",84990,116990,27
https://www.amazon.in/MSI-Cyborg-15-i5-12450H-A12UCX-264IN/dp/B0C3HZ82LH?ref_=Oct_DLandingS_D_cc35aef3_24,"https://m.media-amazon.com/images/I/41prb8zbVPL._AC_SR400,600_.jpg","MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (8GBx2/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 2050, GDDR6 4GB/Black/1.98Kg), A12UCX-264IN",59990,89990,33
https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Keyboard-82SB00V2IN/dp/B0CGX6XGS2?ref_=Oct_DLandingS_D_cc35aef3_25,"https://m.media-amazon.com/images/I/41luyh9j7eL._AC_SR400,600_.jpg","Lenovo IdeaPad Gaming 3 AMD Ryzen 5 6600H 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (8GB/512GB SSD/Win11/Office/NVIDIA RTX 3050 4GB/RGB Keyboard/Alexa/3 Month Game Pass/Onyx Grey/2.32Kg), 82SB00V2IN",62990,85890,27
https://www.amazon.in/MSI-i7-12650H-Windows-GeForce-B12VGK-1295IN/dp/B0CJ9Q2825?ref_=Oct_DLandingS_D_cc35aef3_26,"https://m.media-amazon.com/images/I/41t2VA09E8L._AC_SR400,600_.jpg","MSI Katana 15, Intel 12th Gen. i7-12650H, 40CM QHD 165Hz Gaming Laptop (8GBx2/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4070,GDDR6 8GB/Black/2.25Kg), B12VGK-1295IN",114990,162990,29
https://www.amazon.in/Dell-Gaming-i7-13650HX-39-62cm-Backlit/dp/B0CDBP1N8B?ref_=Oct_DLandingS_D_cc35aef3_27,"https://m.media-amazon.com/images/I/415VfHxMlXL._AC_SR400,600_.jpg","Dell G15 5530 Gaming Laptop, Intel i7-13650HX/16GB/1TB SSD/NVIDIA RTX 3050, 6 GB GDDR6/15.6"" (39.62cm) FHD AG 120Hz 250 nits/Backlit KB RGB/Dark Shadow Grey/Win 11+MSO'21/15 Month McAfee/2.65kg",99990,135020,26
https://www.amazon.in/Dell-G15-5530-Gaming-i5-13450HX-Processor/dp/B0CRKXDX83?ref_=Oct_DLandingS_D_cc35aef3_28,"https://m.media-amazon.com/images/I/41rr4H3Vt1L._AC_SR400,600_.jpg","Dell G15-5530 Gaming Laptop, Intel Core i5-13450HX Processor, 16GB DDR5, 1TB, NVIDIA RTX 3050,6GB GDDR6, 15.6"" (39.62cm) FHD 120Hz 250 nits, Backlit KB Orange,Win 11 + MSO'21, Dark Shadow Gray, 2.65kg",80990,107215,24
https://www.amazon.in/ASUS-15-6-inch-i5-10300H-GeForce-GTX-FX506LHB-HN355WS/dp/B09ZXM2B4N?ref_=Oct_DLandingS_D_cc35aef3_29,"https://m.media-amazon.com/images/I/51pwFj984WL._AC_SR400,600_.jpg","ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i5-10300H 10th Gen, 4GB NVIDIA GeForce GTX 1650, Gaming Laptop (8GB/512GB SSD/Windows 11/Office H&S/Black/2.3 Kg), FX506LHB-HN355WS",47990,79990,40
https://www.amazon.in/Fire-Boltt-Bluetooth-Calling-Assistance-Resolution/dp/B0BF57RN3K?ref_=Oct_DLandingS_D_a58dee92_0,"https://m.media-amazon.com/images/I/41-zB3M31dL._AC_SR400,600_.jpg","Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240 * 280 Pixel High Resolution",1499,19999,93
https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RRWSF6?ref_=Oct_DLandingS_D_a58dee92_1,"https://m.media-amazon.com/images/I/41sHRWXCfvL._AC_SR400,600_.jpg","Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240 * 240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating (Black)",1499,2199,32
https://www.amazon.in/Noise-Advanced-Bluetooth-Brightness-Smartwatch/dp/B0B6BLTGTT?ref_=Oct_DLandingS_D_a58dee92_2,"https://m.media-amazon.com/images/I/41xkZOFl3wL._AC_SR400,600_.jpg","Noise Pulse 2 Max 1.85"" Display, Bluetooth Calling Smart Watch, 10 Days Battery, 550 NITS Brightness, Smart DND, 100 Sports Modes, Smartwatch for Men and Women (Jet Black)",1199,5999,80
https://www.amazon.in/Fire-Boltt-Stainless-Bluetooth-Smartwatch-Monitoring/dp/B0BY2PWDFQ?ref_=Oct_DLandingS_D_a58dee92_3,"https://m.media-amazon.com/images/I/51w6VCsZ6GL._AC_SR400,600_.jpg","Fire-Boltt Phoenix Ultra Luxury Stainless Steel, Bluetooth Calling Smartwatch, AI Voice Assistant, Metal Body with 120+ Sports Modes, SpO2, Heart Rate Monitoring (Gold)",1999,12499,84
https://www.amazon.in/Cult-Sport-Cricket-Resolution-Calling-Stainless/dp/B0CLB7SV9M?ref_=Oct_DLandingS_D_a58dee92_4,"https://m.media-amazon.com/images/I/41rNyAYoxkL._AC_SR400,600_.jpg","Cult.Sport Burn Plus 1.78"" Amoled, Live Cricket Score, 368 * 448 Best-in-Class Resolution, BT Calling, Crown Control, Always on Display, 7 Days Battery Life,Stainless Steel Mesh Strap, (Black Steel)",2799,9999,72
https://www.amazon.in/Fire-Boltt-Smartwatch-Resolution-Connection-Assistance/dp/B0B3N7LR6K?ref_=Oct_DLandingS_D_a58dee92_5,"https://m.media-amazon.com/images/I/41r1d8a2WGL._AC_SR400,600_.jpg","Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368 * 448 Pixel Resolution, Rotating Crown & 60Hz Refresh Rate 100+ Sports Mode, TWS Connection, Voice Assistance (Black)",2499,16999,85
https://www.amazon.in/Fire-Boltt-Bluetooth-Calling-Assistance-Resolution/dp/B0BF563HB4?ref_=Oct_DLandingS_D_a58dee92_6,"https://m.media-amazon.com/images/I/41Xx1rOorKL._AC_SR400,600_.jpg","Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240 * 280 Pixel High Resolution",1499,19999,93
https://www.amazon.in/beatXP-Display-Bluetooth-Monitoring-Assistant/dp/B0CDSCM9BN?ref_=Oct_DLandingS_D_a58dee92_7,"https://m.media-amazon.com/images/I/51fMcMB6HIL._AC_SR400,600_.jpg","beatXP Flare Pro 1.39” HD Display Bluetooth Calling Smart Watch, 100+ Sports Modes, Heart Rate Monitoring, SpO2, AI Voice Assistant, IP68 - Black",999,5499,82
https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3?ref_=Oct_DLandingS_D_a58dee92_8,"https://m.media-amazon.com/images/I/411JSvfkGQL._AC_SR400,600_.jpg","Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240 * 240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating (Silver Grey)",1499,9999,85
https://www.amazon.in/Fire-Boltt-Stainless-Display-Bluetooth-Assistant/dp/B0CH8BY8DG?ref_=Oct_DLandingS_D_a58dee92_9,"https://m.media-amazon.com/images/I/41MM4vYeA5L._AC_SR400,600_.jpg","Fire-Boltt Lumos Stainless Steel Luxury Smart Watch with 1.91” Large Display, Bluetooth Calling, Voice Assistant, 100+ Sports Modes",1499,14999,90
https://www.amazon.in/Noise-Advanced-Bluetooth-Brightness-Smartwatch/dp/B0B6BPX5S9?ref_=Oct_DLandingS_D_a58dee92_10,"https://m.media-amazon.com/images/I/41gBhLWS0EL._AC_SR400,600_.jpg","Noise Pulse 2 Max 1.85"" Display, Bluetooth Calling Smart Watch, 10 Days Battery, 550 NITS Brightness, Smart DND, 100 Sports Modes, Smartwatch for Men and Women (Midnight Blue)",1199,5999,80
https://www.amazon.in/Cult-Sport-Cricket-Resolution-Calling-Silicone/dp/B0CLB7JW98?ref_=Oct_DLandingS_D_a58dee92_11,"https://m.media-amazon.com/images/I/31MMX3glaDL._AC_SR400,600_.jpg","Cult.Sport Burn Plus 1.78"" Amoled, Live Cricket Score, 368 * 448 Best-in-Class Resolution, BT Calling, Crown Control, Always on Display, 7 Days Battery Life, (Black Silicone Strap)",2499,7999,69
https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RS9DNF?ref_=Oct_DLandingS_D_a58dee92_12,"https://m.media-amazon.com/images/I/41O80ztPo0L._AC_SR400,600_.jpg","Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240 * 240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating (Gold Pink)",1499,9999,85
https://www.amazon.in/Noise-Advanced-Bluetooth-Brightness-Smartwatch/dp/B0B6BQ711Q?ref_=Oct_DLandingS_D_a58dee92_13,"https://m.media-amazon.com/images/I/41bRs-NukeL._AC_SR400,600_.jpg","Noise Pulse 2 Max 1.85"" Display, Bluetooth Calling Smart Watch, 10 Days Battery, 550 NITS Brightness, Smart DND, 100 Sports Modes, Smartwatch for Men and Women (Rose Pink)",1199,5999,80
https://www.amazon.in/Fire-Boltt-Bluetooth-Calling-Assistance-Monitoring/dp/B0B852Z6GY?ref_=Oct_DLandingS_D_a58dee92_14,"https://m.media-amazon.com/images/I/41PKOrz1kIL._AC_SR400,600_.jpg","Fire-Boltt Ninja Call Pro Smart Watch Dual Chip Bluetooth Calling, 1.69"" Display, AI Voice Assistance with 100 Sports Modes, with SpO2 & Heart Rate Monitoring",1299,17999,93
https://www.amazon.in/Noise-ColorFit-Display-Monitoring-Smartwatches/dp/B09PNKXSKF?ref_=Oct_DLandingS_D_a58dee92_15,"https://m.media-amazon.com/images/I/41Coma77U+L._AC_SR400,600_.jpg","Noise ColorFit Pulse Grand Smart Watch with 1.69"" HD Display, 60 Sports Modes, 150 Watch Faces, Spo2 Monitoring, Call Notification, Quick Replies to Text & Calls (Rose Pink)",1299,3999,68
https://www.amazon.in/Fire-Boltt-Launched-Display-Bluetooth-Assistance/dp/B0C497MSQN?ref_=Oct_DLandingS_D_a58dee92_16,"https://m.media-amazon.com/images/I/418zfcWvxfL._AC_SR400,600_.jpg","Fire-Boltt Newly Launched Ninja Call Pro Max 2.01” Display Smart Watch, Bluetooth Calling, 120+ Sports Modes, Health Suite, Voice Assistance",1399,14999,91
https://www.amazon.in/Noise-Launched-Bluetooth-Assistance-Metallic/dp/B0BW4F5PY3?ref_=Oct_DLandingS_D_a58dee92_17,"https://m.media-amazon.com/images/I/41f-6BEDVIL._AC_SR400,600_.jpg","Noise Newly Launched Quad Call 1.81"" Display, Bluetooth Calling Smart Watch, AI Voice Assistance, 160+Hrs Battery Life, Metallic Build, in-Built Games, 100 Sports Modes, 100+ Watch Faces (Jet Black)",1299,5999,78
https://www.amazon.in/Cult-Sport-Cricket-Resolution-Calling-Silicone/dp/B0CLB4PBWD?ref_=Oct_DLandingS_D_a58dee92_18,"https://m.media-amazon.com/images/I/315eOhSqoOL._AC_SR400,600_.jpg","Cult.Sport Burn Plus 1.78"" Amoled, Live Cricket Score, 368 * 448 Best-in-Class Resolution, BT Calling, Crown Control, Always on Display, 7 Days Battery Life (Rose Gold Silicone Strap)",2499,7999,69
https://www.amazon.in/Fire-Boltt-Bluetooth-Calling-Assistance-Monitoring/dp/B0B854R7NS?ref_=Oct_DLandingS_D_a58dee92_19,"https://m.media-amazon.com/images/I/41EI7G0ynmL._AC_SR400,600_.jpg","Fire-Boltt Ninja Call Pro Smart Watch Dual Chip Bluetooth Calling, 1.69"" Display, AI Voice Assistance with 100 Sports Modes, with SpO2 & Heart Rate Monitoring",1299,1599,19
https://www.amazon.in/Fire-Boltt-Smartwatch-Bluetooth-Calling-Assistance/dp/B09YV4MW2T?ref_=Oct_DLandingS_D_a58dee92_20,"https://m.media-amazon.com/images/I/41NlfK4IEfL._AC_SR400,600_.jpg","Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 120 Sports Modes, in Built Mic & Speaker with IP68 Rating (Black)",1499,9999,85
https://www.amazon.in/Fire-Boltt-Launched-Display-Bluetooth-Assistance/dp/B0C497XVG9?ref_=Oct_DLandingS_D_a58dee92_21,"https://m.media-amazon.com/images/I/41ySRhErmUL._AC_SR400,600_.jpg","Fire-Boltt Newly Launched Ninja Call Pro Max 2.01” Display Smart Watch, Bluetooth Calling, 120+ Sports Modes, Health Suite, Voice Assistance",1399,14999,91
https://www.amazon.in/beatXP-Display-Bluetooth-Monitoring-Assistant/dp/B0CDSGK1TD?ref_=Oct_DLandingS_D_a58dee92_22,"https://m.media-amazon.com/images/I/51bewBHRk9L._AC_SR400,600_.jpg","beatXP Flare Pro 1.39” HD Display Bluetooth Calling Smart Watch, 100+ Sports Modes, Heart Rate Monitoring, SpO2, AI Voice Assistant, IP68 - Champagne Gold",999,5499,82
https://www.amazon.in/Noise-Bluetooth-Calling-Tracking-Detection/dp/B0B5LVS732?ref_=Oct_DLandingS_D_a58dee92_23,"https://m.media-amazon.com/images/I/41Peg4pz7fL._AC_SR400,600_.jpg","Noise Pulse Go Buzz Smart Watch with Advanced Bluetooth Calling, 1.69"" TFT Display, SpO2, 100 Sports Mode with Auto Detection, Upto 7 Days Battery (2 Days with Heavy Calling) - Jet Black",1199,4999,76
https://www.amazon.in/Noise-ColorFit-Display-Monitoring-Smartwatches/dp/B09NVPSCQT?ref_=Oct_DLandingS_D_a58dee92_24,"https://m.media-amazon.com/images/I/41qqmdUWnhL._AC_SR400,600_.jpg","Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",1299,3999,68
https://www.amazon.in/Cult-Sport-Cricket-Resolution-Calling-Stainless/dp/B0CLB52XMN?ref_=Oct_DLandingS_D_a58dee92_25,"https://m.media-amazon.com/images/I/41VxY30pIeL._AC_SR400,600_.jpg","Cult.Sport Burn Plus 1.78"" Amoled, Live Cricket Score, 368 * 448 Best-in-Class Resolution, BT Calling, Crown Control, Always on Display, 7 Days Battery Life,Stainless Steel Mesh Strap, (Silver Steel)",2799,9999,72
https://www.amazon.in/Fire-Boltt-Gladiator-Bluetooth-Assistant-Interactions/dp/B0C96D2VXN?ref_=Oct_DLandingS_D_a58dee92_26,"https://m.media-amazon.com/images/I/518ixUIni0L._AC_SR400,600_.jpg","Fire-Boltt Gladiator 1.96"" Biggest Display Smart Watch with Bluetooth Calling, Voice Assistant &123 Sports Modes, 8 Unique UI Interactions, SpO2, 24/7 Heart Rate Tracking (Black)",1499,9999,85
https://www.amazon.in/Fire-Boltt-Bluetooth-Assistance-Calculator-Monitoring/dp/B0B3MWYCHQ?ref_=Oct_DLandingS_D_a58dee92_27,"https://m.media-amazon.com/images/I/41xrDH21QzL._AC_SR400,600_.jpg","Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring (Black)",1299,9999,87
